location,density,rate
Norway,14.461999999999982,36.6185133239830000
Niger,16.954999999999934,0.4574468085110000
Panama,55.133000000001005,28.7074235807860000
Oman,14.979999999999706,8.6199158485270000
North Korea,211.7010000000008,""
Palestine,778.202000000005,52.3379310344830000
Namibia,3.0779999999999776,5.2690863579470000
North Macedonia,82.59999999999955,3.3361945636620000
New Zealand,18.206000000000106,53.6024258760110000
Papua New Guinea,18.21999999999974,2.0993197278910000
Nepal,204.4299999999956,13.8457300275480000
Pakistan,255.5730000000023,109.7545454545450000
Netherlands,508.54399999999544,535.0196905766530000
Russia,8.823000000000128,272.5215633423180000
Senegal,82.32800000000043,3.4234592445330000
Philippines,351.87300000000175,54.2835195530730000
Singapore,7915.730999999901,50.5824742268040000
Rwanda,494.869000000005,6.1563126252510000
Saint Helena,"",""
San Marino,556.6670000000039,0.7188872620790000
Qatar,227.32199999999528,6.1581259150810000
Sierra Leone,104.69999999999838,0.4266666666670000
Sao Tome and Principe,212.84099999999663,0.4968847352020000
Saint Pierre and Miquelon,"",0.3842975206610000
Saint Kitts and Nevis,212.86499999999918,0.3644716692190000
Saint Vincent and the Grenadines,281.78700000000373,3.9868228404100000
Saudi Arabia,15.32200000000009,8.6162790697670000
Saint Lucia,293.18700000000376,1.0633284241530000
Seychelles,208.3540000000002,3.0911808669660000
Samoa,69.41300000000032,2.2251908396950000
Poland,124.02700000000101,83.0821325648410000
Portugal,112.37099999999927,110.4014285714290000
Romania,85.12900000000072,56.6827195467420000
Serbia,80.29099999999883,53.0881502890170000
Sweden,24.718000000000433,191.9682320441990000
Sudan,23.258000000000145,1.8110014104370000
Sri Lanka,341.95499999999754,19.3628620102210000
Taiwan,"",153.3341260404280000
Slovakia,113.12799999999814,40.0337078651690000
Somalia,23.5,1.5699558173780000
Tajikistan,64.2810000000008,22.6111111111110000
Suriname,3.612000000000049,2.0830860534120000
Spain,93.10500000000026,531.0056980056980000
Thailand,135.13199999999853,58.2086419753090000
South Korea,527.9670000000034,794.5230179028130000
Syria,"",1.5184563758390000
Switzerland,214.24299999999744,126.7167138810200000
South Sudan,"",0.7871674491390000
Slovenia,102.6190000000011,33.3791130185980000
Tanzania,64.69900000000042,43.7176258992810000
Solomon Islands,21.841000000000225,5.1306532663320000
South Africa,46.75400000000064,58.5394126738790000
Tonga,150.02799999999903,5.4736842105260000
Turkey,104.91400000000024,159.9381294964030000
Turks and Caicos Islands,37.312000000000765,0.8274809160310000
Togo,143.36599999999817,1.5022488755620000
Vatican,"",0.0316041581740000
United States,35.60800000000016,1930.1115760111580000
Ukraine,77.38999999999952,64.0426742532010000
Venezuela,36.25300000000042,6.5355029585800000
Uruguay,19.751000000000175,19.8425655976680000
Tunisia,74.22800000000105,28.9158200290280000
Trinidad and Tobago,266.8859999999987,1.8569321533920000
Uganda,213.75899999999905,41.0076923076920000
Wallis and Futuna,"",0.3154362416110000
United Arab Emirates,112.44199999999908,8.9599198396790000
Timor,87.17600000000033,1.0230769230770000
Uzbekistan,76.13399999999866,2.1767304860090000
Vanuatu,22.66200000000016,1.0750436300170000
United Kingdom,272.8979999999942,289.7333333333330000
Vietnam,308.1270000000009,583.0706033376120000
Yemen,53.508000000000955,0.4289985052320000
Zimbabwe,42.72899999999953,14.5562599049130000
Zambia,22.99500000000014,8.5199386503070000
