location,death
Switzerland,0.1588206015631472
South Sudan,0.0012125070630732994
Slovenia,0.32038900805927484
Tanzania,0.0013675144074390964
Solomon Islands,0.021733108899921163
South Africa,0.1696745724442605
Tonga,0.011240270141159059
Turkey,0.11647908411601432
Turks and Caicos Islands,0.09177586294804467
Togo,0.0032435969626722146
Vatican,""
United States,0.3066430689768046
Ukraine,0.2587237686711948
Venezuela,0.02000003692743275
Uruguay,0.2109233686220859
Tunisia,0.2408559686669408
Trinidad and Tobago,0.2869513044990145
Uganda,0.00769679132504772
Wallis and Futuna,0.06309716964124752
United Arab Emirates,0.02326074160328765
Timor,0.009896753790345084
Uzbekistan,0.004823819354006016
Vanuatu,0.004452019945049354
United Kingdom,0.2652186691259214
Vietnam,0.043892751333521565
Yemen,0.007048064817533014
Zimbabwe,0.03686679669876521
Zambia,0.021183196756856804
