location,Without_Vaccine_newcases_over_time,With_Vaccine_newcases_over_time
New Zealand,6.628895184135978,2480.8492569002124
Papua New Guinea,14.98936170212766,91.00936768149883
Nepal,733.9483695652174,1447.0367346938776
Pakistan,1596.0232558139535,2031.927536231884
Netherlands,2737.5047318611987,14229.198818897637
Russia,8383.95625,28911.68045112782
Senegal,91.1900826446281,114.98698481561821
Philippines,1455.4343434343434,6815.916849015317
Singapore,170.75510204081633,2407.5918762088977
Rwanda,51.575221238938056,239.51702127659576
Saint Helena,0.0073937153419593345,0.0
San Marino,10.171122994652407,29.665924276169264
Qatar,477.5436241610738,431.3904761904762
Sierra Leone,11.28080229226361,8.45372460496614
Sao Tome and Principe,6.058139534883721,8.846153846153847
Saint Kitts and Nevis,0.5674418604651162,14.904891304347826
Saint Vincent and the Grenadines,4.555555555555555,19.39318181818182
Saudi Arabia,1168.4147909967846,793.5333333333333
Saint Lucia,7.497058823529412,49.134328358208954
Seychelles,1.5016611295681064,85.93491124260355
Samoa,0.017857142857142856,34.42857142857143
Poland,4203.366666666667,9145.61464354528
Portugal,1370.6514657980456,8276.48349514563
Romania,2012.4477124183006,4410.357692307693
Serbia,1119.8899371069183,3270.332677165354
Sweden,1294.0207100591715,4036.196881091618
Sudan,84.53443526170798,70.87695749440716
Sri Lanka,167.35326086956522,1234.1147540983607
Taiwan,2.3387470997679816,4660.497706422018
Slovakia,951.1513157894736,4394.148148148148
Somalia,32.253768844221106,33.56479217603912
Tajikistan,36.865591397849464,10.467866323907455
Suriname,25.92090395480226,156.85934065934066
Spain,5808.997050147493,20394.23828125
Thailand,61.47030878859857,9681.04366812227
South Korea,222.18905472636817,39281.25054466231
Syria,45.33913043478261,88.26754385964912
Switzerland,1375.3853820598006,6199.610266159696
South Sudan,28.09016393442623,17.425178147268408
Slovenia,347.8969696969697,1750.4307692307693
Tanzania,1.990215264187867,116.00337837837837
Solomon Islands,0.11042944785276074,41.84101382488479
South Africa,3973.720744680851,5213.373134328358
Tonga,"",28.679802955665025
Turkey,4959.915857605178,25282.123260437376
Turks and Caicos Islands,3.442906574394464,10.136363636363637
Togo,20.700808625336926,65.65848214285714
United States,50179.550458715596,127143.76029962547
Ukraine,3019.603982300885,9988.198369565218
Venezuela,338.07598039215685,961.8927680798005
Uruguay,163.01988636363637,1896.1026200873362
Tunisia,643.3609625668449,1804.1078651685393
Trinidad and Tobago,22.55457227138643,327.5276595744681
Uganda,114.67514124293785,276.50892857142856
Wallis and Futuna,1.7675675675675675,0.3135802469135803
United Arab Emirates,631.7755102040817,1353.2407045009784
Timor,2.83547557840617,52.95388349514563
Uzbekistan,216.934554973822,366.57042253521126
Vanuatu,0.0196078431372549,24.956043956043956
United Kingdom,8888.939306358381,36491.46245059289
Vietnam,6.126829268292683,23815.26
Yemen,16.4126582278481,13.7984496124031
Zimbabwe,105.80059523809524,464.3576017130621
Zambia,229.99745547073792,561.6262135922331
